id,pantun,quality,reason,avg_syllables,rhyme_type,line_count
2815,"Terus bekerja dalam kepenatan,
Pesakit didekat didengar cerita;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.5,ABAB,4
2816,"Sutera, kasa sedia kemban,
Resmi pelikat cara pendeta;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
2817,"Hari selasa memakai serban,
Mengasah bakat pertandingan bercerita;
Adwira bangsa sedia berkorban,
Demi masyarakat negara tercinta.",Moderate,Syllable count per line is not in the range of 8-12,11.25,ABAB,4
2818,"Masak goring ikan tamban,
Makan ulam sayur pegaga;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2819,"Mengira angsa di dalam reban,
Dibilang cepat kerana dah senja;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.0,ABAB,4
2820,"Jangan dicantas sidahan leban,
Nanti habuknya masuk kemata;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.75,ABAB,4
2821,"Mengira angsa ,tempua di reban,
jerami diikat bentara pinta;
Adiwira bangsa sedia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.75,ABAB,4
2822,"Anak angsa dalam reban,
Mati satu apa nak dikata;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2823,"Sakit terasa tangan dirotan,
Akibat menyakat terlanjur kata;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.0,ABAB,4
2824,"Singgah sebentar bandar seremban,
Indahnya bandar sejuk mata;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
2825,"Korban bukan sebarang korban,
Korban demi rakyat Malaysia;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2826,"Tugas kami bukan lah beban,
Tanggungjawab dan aku janji kami kota;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,11.25,ABAB,4
2827,"Selendang kasa di lilit serban,
Kain pengikat kopiah rata;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2828,"Demi negara rela berkorban,
Wang ringgit bukan dipinta;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2829,"Bicara nuansa bicara lemban,
Bersemi harakat bicara renta;
Adiwira bangsa setia berkorban,
Demi masyarakat negara tercinta.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.0,ABAB,4
2830,"Dari wuhan tiada sempadan ,
Bermaharaja lela merata;
Adiwira bangsa setia berkorban ,
Demi bangsa masyarakat tercinta.",Moderate,Word count per line is not in the range of 4-5; Rhyme doesn't follow ABAB or AAAA pattern,10.25,Other,4
2831,"Semanis halwa jeruk mempelam,
Susah dibuat sedap dimamah;
Menjaga nyawa tuntutan Islam,
Zuriat sihat sejahtera ummah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2832,"Anak itek anak ayam ,
Makan dedak di tepi tasik ;
Duduk rumah diam diam,
Sambil layan Radio Klasik.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; Rhyme doesn't follow ABAB or AAAA pattern,7.75,Other,4
2833,"Melompat tinggi si anak kera,
Terkejut riuh sang rama-rama;
Bertaut kasih bertambah gembira,
Kerja rumah dibuat bersama.",Moderate,No nature elements,9.5,ABAB,4
2834,"Hari minggu esok lusa,
Janji ke bendang mengutip jerami;
Masakan isteri dah jadi biasa,
Kini nak merasa air tangan suami.",Moderate,Word count per line is not in the range of 4-5; No nature elements,10.25,ABAB,4
2835,"Membawa beban menunggang kaldai,
Merentas padang tanah pamah;
Kalau dulu hari-hari makan di kedai,
2 minggu ni kite makan di rumah.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,10.5,ABAB,4
2836,"Penat berlari dari pekan,
Adik berehat memakan laksa;
Jaga diri jaga pergerakkan,
Ikuti nasihat pihak berkuasa.",Moderate,No nature elements,10.0,ABAB,4
2837,"Menekut merbah dekat belukar,
Hingar melihat betah tekukur;
Takut musibah di saat sukar,
Dengar nasihat perintah akur.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2838,"Alam maya disinari mentari,
Riuh gemersik alunan irama;
Cantik di mata cantik di hati,
Radio Klasik halwa telinga.",Moderate,Word count per line is not in the range of 4-5,10.0,ABAB,4
2839,"Buah berangan sayur terung,
Gulai petola bersama tiram;
Patuhi larangan perintah berkurung,
Semoga negara kembali tenteram.",Moderate,No nature elements,10.5,ABAB,4
2840,"Burung Cenderawasih di tepi tasik,
Juraian jerami luruh di telaga;
Terima kasih Radio Klasik,
Menghibur kami seluruh keluarga.",Moderate,No nature elements,10.75,ABAB,4
2841,"Cantik sungguh bunga kenanga,
Bunga kaktus tajam berduri;
Suara anda halwa telinga,
Kami dirumah rehatkan diri.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2842,"Tak pernah puas rasa dihati,
Pangkat dan darjat kemegahan diri,
Andai selokaku terasa dihati.
Ampun dan maaf mohon diberi.",Moderate,No nature elements,10.25,ABAB,4
2843,"Letih memetik bunga melati,
Kaki kebas lama berdiri;
Celoteh dj menghiburkan hati,
Sambil mencangkul ketawa sendiri.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2844,"DJ Asmah bersiaran di udara,
Cantik dimata cantik dihati;
Duduk dirumah hanya sementara,
Semoga kita sentiasa dirahmati.",Moderate,No nature elements,10.5,ABAB,4
2845,"Gulai terung dijual penjaja,
Air bandung terlebih gula;
Harap berkurung dua minggu sahaja,
Semoga mendung kan cerah semula.",Moderate,No nature elements,9.75,ABAB,4
2846,"Cincin emas si cincin swasa,
Buat dara tersusun dijari;
Sempena cuti kadakan puasa,
Sekeluarga jaga kebersihan diri.",Moderate,No nature elements,10.0,ABAB,4
2847,"Bingarlah ganggu audio gersik,
Nasihat berhemah keluar juga;
Dengarlah lagu Radio Klasik,
Berehat di rumah sekeluarga.",Moderate,No nature elements,9.5,ABAB,4
2848,"Manis sungguh buah kuini,
Buah kuini dari Sri menanti;
Bertemankan DJ Anisma pagi ni,
Cantik dimata cantik dihati.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,9.0,ABAB,4
2849,"Jaga diri jaga kebersihan,
Untuk diri dan juga keluarga;
Patuhlah pada segala arahan,
Kelak semua akan terjaga.",Moderate,No nature elements,10.0,ABAB,4
2850,"Ular melingkar di atas dahan,
Banyaknya tuan memetik kangkung;
Usahlah kita ingkar arahan,
Kelak merana diri yang menanggung.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2851,"Naik kapal jauh belayar,
Hari panas ayuh berteduh;
Kalau tak tahu kita belajar,
Bukan asyik bergaduh mengeluh.",Moderate,Syllable count per line is not in the range of 8-12,9.0,ABAB,4
2852,"Gelam di pamah telah dikesan,
Riuh berbisik dengan ceria;
Diam di rumah tidaklah bosan,
Radio Klasik teman setia.",Moderate,No nature elements,8.75,ABAB,4
2853,"Jalan ke Mukah lelah berhuma,
Ke Mulu sempat rasa baulu;
Kawalan langkah tidaklah lama,
Terlalu cepat masa berlalu.",Moderate,No nature elements,9.75,ABAB,4
2854,"Hati luka tidak berdarah,
Kemana pergi tiada arah;
Sudah dikhabar harus pasrah,
Kelak kesal jiwa parah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
2855,"Wangi kasturi tiga seraga,
Ikat di sini minta seguni;
Sayangi diri juga seraga,
Sihat jasmani serta rohani.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2856,"Pergi bersiar ke hujung desa,
Hendak berlibur pakai kebarung;
Lagu tersiar menggamit rasa,
Rasa terhibur walau terkurung.",Moderate,No nature elements,9.5,ABAB,4
2857,"Jauh berkelana ke Inderagiri,
Bawa bersama satu harapan;
Anisma disana jagalah diri,
Nak makan apa saya masakkan.",Moderate,No nature elements,10.5,ABAB,4
2858,"Kicau punai dihujung dahan,
Tumbuh melati dicelah lalang;
Jangan ingkar patuhi arahan,
Penularan wabak dapat dihalang.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2859,"Letak keris diatas para,
Setelah dibelah buah naga;
Doktor dan nurse wira Negara,
Berkorban masa jiwa dan raga.",Moderate,No nature elements,9.25,ABAB,4
2860,"Ayam daging ayam laga,
Dibela orang mencari untung;
Setia di rumah bersama keluarga,
Moga musibah ini dapat dibendung.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2861,"Panggil kerbau tepi bendang,
Riuh itik hingar bingar;
Sambil sarapan lagu berkumandang,
Radio Klasik tak jemu di dengar.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,9.0,ABAB,4
2862,"Riang gembira bersenda loka,
Tari disantun baba dan nyonya;
Aktiviti dunia terhenti seketika,
Petanda Allah agar lebih mendekatinya.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,11.5,ABAB,4
2863,"Kalau hendak pergi ke hutan,
Jalan ikut tepi sawah;
Ikut arahan kementerian kesihatan,
Duduk dirumah bukannya susah.",Moderate,Syllable count per line is not in the range of 8-12,10.0,ABAB,4
2864,"Anyam ketupat si daun palas,
Daun pisang lepat berinti;
Tuan disana tugas digalas,
Saya disini setia menanti.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
2865,"Asap berkepul buatku terjaga,
Tidurku terganggu di dalam taman;
Seronok berkumpul bersama keluarga,
Mendengar lagu merentas zaman.",Moderate,No nature elements,10.75,ABAB,4
2866,"Dalam khemah pasang stereo,
Sambil bedal sebiji lobak;
Duduk rumah buka radio,
Lebih afdal terhindar wabak.",Moderate,No nature elements,8.5,ABAB,4
2867,"Sekawan kedidi nampak ceria,
Tepian kubur berjalan sapi;
Radio menjadi teman setia,
Sebagai penghibur dikala sepi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2868,"Makan roti kuih lenga,
Ada juga hidangan bubur;
Rasa hati berbunga-bunga,
Duduk di rumah hati terhibur.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,8.75,ABAB,4
2869,"Tanam nenas siram segera,
Buah naga dihujung sana;
Wabak ganas melanda negara,
Awas keluarga terdedah bencana.",Moderate,No nature elements,9.5,ABAB,4
2870,"Belatuk lemah tepian tangga,
Dikejar budak letak di hutan;
Duduk rumah dengan keluarga,
Terhindar wabak elak jangkitan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2871,"Bertemu rakan sembang sakan,
terbahak bahak terasa sebak;
Kawal pergerakan usaha kerajaan,
Mencegah wabak terus merebak.",Moderate,No nature elements,10.25,ABAB,4
2872,"Hinggap tempua di ranting patah,
Embun menitis di daun semalu;
Duduk rumah ikut perintah,
Supaya corona cepat berlalu.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2873,"Langit cerah berarak awan,
Di taman bunga mekar;
Ikut segala perintah amaran,
Agar selamat penyakit penular.",Moderate,Syllable count per line is not in the range of 8-12,9.5,ABAB,4
2874,"Lembut mendengarkan angin berbisik,
Di petang hari berbantalkan lengan;
Setia bertemankan Radio Klasik,
Menghiburkan diri mengimbau kenangan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.0,ABAB,4
2875,"Biduk disemah rakan di jeti,
Sakan menjirus di kiri rakit;
Duduk di rumah tenangkan hati,
Jauhkan virus dari berjangkit.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2876,"Biduk disemah rakan di jeti,
Legar menunggu sambil berangan;
Duduk di rumah tenangkan hati,
Mendengar lagu gamit kenangan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2877,"Tinggi nian berarak mega,
Mengharap hujan perlu bersabar;
Sayangi diri jaga keluarga,
Patuh arahan jangan ingkar.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2878,"Di tanah pamah orang berniaga,
Bunga matahari dijual lambak;
Berkumpul di rumah bersama keluarga,
Mencegah diri daripada wabak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.75,ABAB,4
2879,"Pagi hari pergi berniaga,
Kayuh basikal menuju kepekan;
Duduk berkurung bersama keluarga,
Maklumat dan hiburan DJ siarkan.",Moderate,No nature elements,10.0,ABAB,4
2880,"Rehat sebentar tepi empangan,
Sepasang merpati celahan lalang;
Lagu diputar menggamit kenangan,
Lara hati beransur hilang.",Moderate,No nature elements,10.25,ABAB,4
2881,"Nasi dijamah ulam pegaga,
Sayur keladi tinggal sedikit;
Berehat di rumah bersama keluarga,
Elakkan diri dijangkiti penyakit.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.0,ABAB,4
2882,"Dj radio sungguh peramah,
Siarkan lagu untuk semua insan;
Walau pun berkurung dalam rumah,
Berkemas memasak tidak bosan.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,9.25,ABAB,4
2883,"Patah dahan kayu mereput,
Timpa jatuh pohon semalu;
Perintah kawalan mesti diikut,
Semoga virus cepat berlalu.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2884,"Awan berpintal terapung-apung,
Tepian pantai tidak berombak;
Kalau tuan pulang ke kampung,
Pastikan dulu diri bebas wabak.",Moderate,Word count per line is not in the range of 4-5,9.5,ABAB,4
2885,"Batu cincin delima merah,
Di jari manis elok tersemat;
Elok jangan marah,
Perintah duk rumah semoga selamat.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,9.25,ABAB,4
2886,"Ayam di tanah sedang berlaga,
Itik pula makan rambutan;
Duduk di rumah jaga keluarga,
Sedikit pergerakan memungkinkan jangkitan.",Moderate,Syllable count per line is not in the range of 8-12,10.75,ABAB,4
2887,"Duduk bertenggek atas dahan,
Sambil makan buah Melaka;
Anak-anak kurniaan tuhan,
Merekalah penentu syurga neraka.",Moderate,Word count per line is not in the range of 4-5,9.25,ABAB,4
2888,"Burung ketitir burung merbuk,
Duduk bertenggek atas dahan;
Walaupun kita hari-hari sibuk,
Namun keluarga jangan diabaikan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2889,"Bercucuk tanam dan membela ikan,
Hobi sihat sambil beriadah;
Duduk lah dirumah seperti diarahkan,
Virus menyerang sesal tak sudah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
2890,"Perintah kawalan mesti diikut,
Jangan duduk tepi tasik;
Musibah yang datang pasti takut,
Di rumah dengar radio klasik.",Moderate,No nature elements,9.25,ABAB,4
2891,"Berarak awan cerah mentari,
Tiada tanda hari kan hujan;
Sahut seruan Perdana Menteri,
Jauhi wabak kawal pergerakan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2892,"Terbang rendah burung merbah,
Hinggap pula dihujung dahan;
Walaupun semua kurung dalam rumah,
Banyakkan amalan kepada Tuhan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2893,"Tepian telaga bunga jambangan,
Kelibat unggas bersiul mesra;
Halwa telinga mencuit kenangan,
Selamat bertugas seceria suara.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2894,"Awan cerah hingga ke pekan,
Tinggi nian berarak mega;
Tuan di rumah kami hiburkan,
Sayangi diri jaga keluarga.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
2895,"Pergi memancing membawa joran,
Sayang nya tak dapat ikan;
Adik beradik kita adalah jiran,
Persahabatan mulia tidak menghampakan.",Moderate,Syllable count per line is not in the range of 8-12,10.75,ABAB,4
2896,"Pohon cenderai dahannya patah,
Jatuh merintang di tengah jalan;
Jangan bercerai berpecah belah,
Wujud silaturrahim sesama jiran",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
2897,"Sayang saudara kasihkan jiran,
Beri hadiah bagi cenderahati;
Dalam memelihara jiran dan persaudaraan,
Pelihara hak lidah dan juga hati.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,11.75,ABAB,4
2898,"Parang berkarat dalam simpanan,
Dilampas tajam di tengahari;
Berjiran ibarat kedua belahnya tangan,
Saling membersihkan sesama sendiri.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,11.25,ABAB,4
2899,"Bawa manggis dalam timba,
Sama halia letak ditaman;
Jiran menanggis kuta berhiba,
Amalan mulia orang beriman.",Moderate,No nature elements,9.25,ABAB,4
2900,"Terkena jelaga ketika memasaknya,
Lauk berkuah berrserta nasi;
Jiran tetangga baik orangnya,
Musim buah selalu berkongsi.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,9.75,ABAB,4
2901,"Ayam denak terbang berkeliaran,
Di Pasir Besar hutannya dekat;
Membela anak kecil jiran,
Dah besar menjadi anak angkat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2902,"Ambil joran umpan dilekat,
Air tenang di hujung desa;
Hidup berjiran elok muafakat,
Susah senang sama dirasa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
2903,"JULIA ramah pandai bercerita,
Bawa joran rapi diikat;
40 rumah keliling kita,
Hidup berjiran membawa berkat.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,8.75,ABAB,4
2904,"Pergi berakit membawa tangguk,
Sungai takat banyak talapia;
Jiran sakit wajib di jenguk,
Hidup bermasyarakat sesama manusia.",Moderate,Syllable count per line is not in the range of 8-12,10.25,ABAB,4
2905,"Biar terputus tali diikatan,
Kayu dibelah mengintung bara;
Jangan memutuskan hubungan kejiranan,
Hamba Allah semuanya bersaudara.",Moderate,Syllable count per line is not in the range of 8-12,10.75,ABAB,4
2906,"Bunga di taman merah menyala,
Tempat meletak lampu pelita;
Manis senyuman ibarat bergula,
Jiran sebelah saudara kita.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2907,"Lama hidup banyak pengalaman,
Kisah lama sering terkenang;
Hidup berjiran perlu bersefahaman,
Agar jiwa terana tenang.",Moderate,No nature elements,10.0,ABAB,4
2908,"Terbangnya cepat dari utara,
Di pohon Ara hinggap berlima;
Jiran setempat jiran bersaudara,
Tanpa mengira bangsa dan agama.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
2909,"Burung merpati dipokok kelapa,
Sayang terikat si ayam serama;
Hormat menghormati saling menyapa,
Ukhuwah muafakat dibina bersama.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",11.25,ABAB,4
2910,"Jinaknya haiwan dibilang akur,
Dijaga baik diberi nama;
Jiran tetangga bak penghibur,
Tatkala suka dan duka tetap bersama.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,10.25,ABAB,4
2911,"Buat joran mengail ikan,
Umpan di makan dapat gelama;
Sayangi jiran rakan taulan,
Susah senang muafakat bersama.",Moderate,Syllable count per line is not in the range of 8-12,9.0,ABAB,4
2912,"Air telaga di petang hari,
Masin terasa banyak berbuih;
Jiran tetangga kanan dan kiri,
Di bulan puasa bertukar kuih.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2913,"Santan digaul ramuannya pekat,
Tepung diuli buat penganan;
Keutamaan bergaul dalam masyarakat,
Kebaikan budi erat kejiranan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2914,"Kayu patah diganti buluh,
Tongkat pokok agar tak tumbang;
Pada yg susah usah mengeluh,
Kita membantu biar seimbang.",Moderate,No nature elements,8.75,ABAB,4
2915,"Bertegur sapa jadikan amalan,
Tak kira siang atau malam;
Suburkan kasih sayang sesama jiran,
Ibaràt manisnya gula masinnya garam.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.75,ABAB,4
2916,"Si dara bersimpuh menyulam tekat,
Buat teruna jadi bekalan;
Jiran yang baik membawa berkat,
Hidup bermuafakat jadikan amalan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2917,"Berkasih sayang sehidup semati,
Bercinta jangan sambil lewa;
Jiran yang baik sentiasa di hati,
Tawa dan tangisnya sebati di jiwa.",Moderate,Word count per line is not in the range of 4-5; No nature elements,10.5,ABAB,4
2918,"Terbitnya awan nanti kelebat,
Sinaran naik kepulan bersih;
Hadirnya kawan jadi sahabat,
Jiran yang baik jangan disisih.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2919,"Terbang tinggi si burung angsa,
Berhenti terbang disengat tabuan;
Hidup kita berbilang bangsa,
Kekalkan hubungan eratkan perpaduan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2920,"Pancing kelah sungai Beruas,
Umpan tapa dari kota;
Jiran sebelah janda berhias,
Pantang jumpa mengenyit mata.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.5,ABAB,4
2921,"Membaca quran bersama teman,
Asuhan qari dari serian;
Bertemu jiran lemparkan senyuman,
Moga menjadi amalan harian.",Moderate,No nature elements,10.0,ABAB,4
2922,"Jangan mudah berputus asa,
Hingga termenung berduka lara;
Jiran berbudi kita berbahasa,
Barulah hidup aman sejahtera.",Moderate,No nature elements,10.25,ABAB,4
2923,"Redup hari jemuran diangkat,
Mari sesama kain dilipat;
Hidup berjiran hidup berpakat,
Rezki dikongsi membawa berkat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2924,"Tanam pinang rapat-rapat,
Biar senang puyuh berlari;
Jiran tetangga saudara terdekat,
Bertanya khabarlah setiap hari.",Moderate,Word count per line is not in the range of 4-5,9.25,ABAB,4
2925,"Tidur malam bertilam awan,
Petang hari bersembang dirumah jiran;
Burung terbang berkawan kawan,
Saudara terdekat kita itu lah jiran.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,10.75,ABAB,4
2926,"Pagi hari makan capati,
Minum pula air halia;
Sesama jiran hormat menghormati,
Itulah dia amalan mulia.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,9.0,ABAB,4
2927,"Melentok joran disambar nyonya,
Umpan roti dimakan labi-labi;
Memuliakan jiran besar pahalanya,
Sejarah terbukti di zaman nabi.",Moderate,No nature elements,11.0,ABAB,4
2928,"Ayam didik berkokok perlahan,
Kakinya terikat tali belati;
Adik-beradik duduk berjauhan,
Jiran terdekat jadi pengganti.",Moderate,Word count per line is not in the range of 4-5,10.25,ABAB,4
2929,"Memetik lada sepasang dara,
Dijual diniaga di pasar sabtu;
Bila ada kenduri-kendara,
Jiran tetangga menolong membantu.",Moderate,Word count per line is not in the range of 4-5; No nature elements,10.25,ABAB,4
2930,"Mengikat tali dibatang joran,
Joran diguna mengail ikan;
Ambil peduli terhadap jiran,
Hidup harmoni kita amalkan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2931,"Itik angsa berenang bersama,
Dalam telaga itik serati;
Berlainan bangsa berlain agama,
Jiran tetangga sentiasa dihormati.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
2932,"Di dalam raga tepung pelita,
Mengutip pinang di pinggir kali;
Jiran tetangga saudara kita,
Susah dan senang ambil peduli.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2933,"Kalau masam tentulah asam,
Pahit pula bagai hempedu;
Aku hulur ikan pekasam,
Jiran ku balas dengan budu.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
2934,"Indah banjaran bercabang tiga,
Hijau melata pepohon rendang;
Adab berjiran harus dijaga,
Tundukan mata mencuri pandang.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2935,"Ulam pegaga sayurnya bendi,
Hantar sepiring gulainya tongsan;
Jiran tetangga terhimpun budi,
Doa diiring jadi balasan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2936,"Terlompat lompat sianak merak,
Mati seekor tertelan kapur;
Jiran tetangga tempat berborak,
Usah lupa tanak nasi di dapur.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.75,ABAB,4
2937,"Sajian enak si buah ara,
Kuih lama pembuka selera;
Jiran tetangga bak saudara,
Hidup makmur dan sejahtera.",Moderate,No nature elements,8.75,ABAB,4
2938,"Dara bersimpuh menyulam tekat,
Buat teruna bawa bekalan;
Jiran muafakat membawa berkat,
Jadikan lah ia sebagai amalan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2939,"Indah ukiran bukannya tekat,
Ambil satu bawa ke Cini;
Hidup berjiran kekal sepakat,
Saling membantu hidup harmoni.",Moderate,No nature elements,9.75,ABAB,4
2940,"Batu geliga siap diikat,
Cantik berseri buat hantaran;
Bila tetangga saling sepakat,
Pasti harmoni hidup berjiran.",Moderate,No nature elements,9.25,ABAB,4
2941,"Gadis manis duduk di tangga,
Bila ditegur tersenyum malu;
Kita hidup bersama jiran tetangga,
Saling bantu membantulah selalu.",Moderate,No nature elements,10.5,ABAB,4
2942,"Anak serati terkena badik,
Turun berenang di tepi huma;
Jiran seperti adik beradik,
Susah senang tetap bersama.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2943,"Warna cerah cincin suasa,
Dipakai indah gadis pingitan;
Sungguh meriah bulan puasa,
Bertukar juadah sesama jiran.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.0,ABAB,4
2944,"Biar di desa mahupun di kota,
Amalkan kerja berganding bahu;
Jangan kerana kemewahan kita,
Jiran berlapar buat tak tahu.",Moderate,Word count per line is not in the range of 4-5; No nature elements,10.0,ABAB,4
2945,"Kain tenun kain pelikat,
Corak berbunga sangat bermutu;
Jiran tertangga saudara sepakat,
Susah senang sama membantu.",Moderate,Syllable count per line is not in the range of 8-12,9.25,ABAB,4
