id,pantun,quality,reason,avg_syllables,rhyme_type,line_count
2156,"Kekal kita patuhi arahan dan amaran,
Supaya bahaya tidak merebak;
Hargailah mereka yang sentiasa berkorban,
Bersama kita hapuskan wabak.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,12.0,ABAB,4
2157,"Suaranya lemah meluah sesuatu,
Kenangan syawal mercun sepapan;
Berkurung di rumah kita membantu,
Wabak dikawal di barisan hadapan.",Moderate,No nature elements,10.75,ABAB,4
2158,"Bawa mencebak tanah ditambak,
Susun bata beralaskan papan;
Semoga wabak berhenti merebak,
Doakan sihat barisan hadapan.",Moderate,No nature elements,10.25,ABAB,4
2159,"Sulaman serban berbelang jingga,
Tekap pertama sebelah kanan;
Bersama korban jiwa dan raga,
Terpisah lama bukan bebanan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2160,"Masak pulasan bawa kepekan,
Duku berbuah dibatu pahat;
Akur arahan Demi kebaikan,
Duduk dirumah kekal sihat.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2161,"Ke arah tambak menjeling menolih,
Anak tenok berlari ke paya;
Selagi wabak belum pulih,
Tidak seronok berpuasa beraya.",Moderate,No nature elements,10.25,ABAB,4
2162,"Pauh dilayang pohonnya tumbang,
Pokok berangan berhampiran reban;
Keluarga disayang wabak dikekang,
Hulurkan tangan ringankan beban.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2163,"Kisah lama ada sejarah,
Duduk beramai di dalam khemah;
Jangan merayap tak tentu arah,
Elak penyakit dari terkena orang rumah.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,10.75,ABAB,4
2164,"Kain rabak baju jarang,
Sangkut di dahan junjung petola;
Semoga wabak covid beransur kurang,
Dengan keizinan dari Allah Taala.",Moderate,Syllable count per line is not in the range of 8-12,10.0,ABAB,4
2165,"Sepiring nangka menu sarapan,
Nyonya menyua semangkuk aiskrim;
Simpati mereka di baris hadapan,
Hanya doa mampu dikirim.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2166,"Kemerah-merahan pokok di pamah,
Andai dipacak di depan sabak;
Patuh arahan duduk di rumah,
Landai kemuncak jangkitan wabak.",Moderate,No nature elements,10.25,ABAB,4
2167,"Perling di huma satu di batu,
Jatuh menepi separas tambak;
Saling bersama bantu membantu,
Patuh PKP benteras wabak.",Poor,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12; No nature elements,9.25,ABAB,4
2168,"Sungguh sayu rasanya hati,
Dikenang-kenang menjadi sebak;
Bersama kita bersatu hati,
Bantu membantu hapuskan wabak.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.75,ABAB,4
2169,"Di hujung dahan hinggap si burung,
Sambar temeras di dalam lopak;
Ikut arahan perintah berkurung,
Bantu benteras sebaran wabak.",Moderate,Word count per line is not in the range of 4-5,10.25,ABAB,4
2170,"Cantik bergaya jejaka dara,
Di balik pintu berdiri gagah;
Wabak bahaya menyerang negara,
Kita bersatu menghalang mencegah.",Moderate,No nature elements,10.5,ABAB,4
2171,"Panglima daik memegang tombak,
Kepada raja hendak disembah;
Mengatur langkah mencegah wabak,
Barisan hadapan yang berhati tabah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2172,"Mekar sejambak bunga semalu,
Ungu seluruh nampaknya megah;
Jangkitan wabak pasti berlalu,
Amal yang disuruh jauhi yang ditegah.",Moderate,Word count per line is not in the range of 4-5,10.5,ABAB,4
2173,"Indahnya purnama bulan yang satu,
Menyinari ombak berkilau bercahaya;
Kita bersama bantu-membantu,
Memerangi wabak yang sungguh bahaya.",Moderate,Word count per line is not in the range of 4-5; Syllable count per line is not in the range of 8-12,11.5,ABAB,4
2174,"Mawar indah mawar berduri,
Petik setangkai harum semerbak;
Jangan kita pentingkan diri,
Bantu lah mereka membasmi wabak.",Moderate,No nature elements,9.75,ABAB,4
2175,"Bunga mawar wangi semerbak,
Cantik sekali penyeri pagi;
Andai wabak terus merebak,
Kehidupan indah tiada lagi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2176,"Bunga harum kembang sekuntum,
Sayang kembang tidak lama;
Perangi wabak bersatu kaum,
Paling utama perlu bekerjasama.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2177,"Pergi berlapan memburu keluang,
Singgah di jalan menahan jebak;
Barisan hadapan cekal berjuang,
Demi putuskan rantaian wabak.",Moderate,No nature elements,9.75,ABAB,4
2178,"Pegang tombak acah kera,
Jalan kedepan bawa paha;
Jangkitan wabak pintas segera,
Barusan hadapan kuatkan usaha.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2179,"Sarat sampan membawa mengkuang,
Teratak Normah jadi singgahan;
Barisan hadapan teguh berjuang,
Kita di rumah patuhi arahan.",Moderate,No nature elements,10.0,ABAB,4
2180,"Setangan rakan diberi suri,
Sambil sapukan cangkir berubat;
Jangan pentingkan diri sendiri,
Ambil tindakan fikir akibat.",Moderate,No nature elements,10.0,ABAB,4
2181,"Berhari kini jadi siulan,
Namun mereka terus mara;
Barisan hadapan penuh kecekalan,
Menggadai diri demi Negara.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2182,"Sepak raga melambung ke perigi,
Riuh rendah tawa gelak;
Jasa mereka disanjung tinggi,
Moga Allah balas disyurga kelak.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,9.75,ABAB,4
2183,"Sawah merata di tanah jawa,
Tepian perigi rimbun celagi;
Seia sekata sehati sejiwa,
Jayakan strategi wabak kan pergi.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2184,"Bisa merebak dipatuk ular,
Tedong tersorok di balik papan;
Tangani wabak terus menular,
Kurang beban barisan hadapan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2185,"Pergi kesawah digigit lintah,
Jari pula tertusuk duri;
Marilah kita ikot perintah,
Arahan kerajaan jangan ingkari.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2186,"Secermat antah menyatu corak,
Pulut di makan tanpa dipinta;
Hormat perintah kawal bergerak,
Demi kebaikan rakyat jelata.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2187,"Bantu membantu jangan lah malas,
Baru digelar rakyat berhemah;
Barisan hadapan menjalankan tugas,
Tugas kita bantu duduk dirumah.",Moderate,No nature elements,10.75,ABAB,4
2188,"Habis rebah serumpun lada,
Ditimpa dahan tepian rumah;
Jangan menambah jangkitan yang ada,
Ikut arahan duduk di rumah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2189,"Di balik batu siburung tukang,
Hinggap di papan merenung tambak;
Kita membantu dari belakang,
Barisan hadapan memerangi wabak.",Moderate,No nature elements,10.5,ABAB,4
2190,"Sidai baju jngan selerak,
Biar teratur dan rapi;
Jom leraikan segala wabak,
Setiap arahan bersama hadapi.",Moderate,Syllable count per line is not in the range of 8-12,8.75,ABAB,4
2191,"Senduduk menjalar di atas ban,
Peria subur di tanah pamah;
Barisan hadapan sanggup berkorban,
Berkorban kita duduk di rumah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2192,"Memang cantik bunga tajaan,
Tersusun rapi ikut sajambak;
Duduk rumak bantu kerajaan,
Semoga terputus rantaian wabak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2193,"Semboyan angkatan berbaris tegak,
Tiupan berkumandang semangat berdetak;
Barisan hadapan menangkis wabak,
Barisan belakang doa ditebak.",Moderate,No nature elements,11.0,ABAB,4
2194,"Kebaya cantik dijahit jelujur,
Sepasang kurung disulam kreatif;
Kumpul statistik graf diunjur,
Ratanya lengkung tanda positif.",Moderate,No nature elements,9.75,ABAB,4
2195,"Bergalah sampan hala muara
Berat muatan buluh berbilah;
Barisan hadapan wira negara,
Beri kekuatan dilindungi Allah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2196,"Berminggu minggu di dalam rumah,
Agar covid tidak berjangkit;
Masa di luangkan penuh berhemah,
Demi memutuskan jangkitan penyakit.",Moderate,No nature elements,10.25,ABAB,4
2197,"Bersopan berbudi adat dijunjung,
Membawa berkat walau sedikit;
Barisan hadapan budi mu disanjung,
Berusaha menyelamat kan nyawa pesakit.",Moderate,Syllable count per line is not in the range of 8-12,11.75,ABAB,4
2198,"Dari papan dibuat reban,
Reban untuk anak angsa;
Baris hadapan setia berkorban,
Demi kesejahteraan nusa bangsa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2199,"Dengar radio dipagi hari,
Seronok sungguh terhibur hati;
Cuci tangan bersihkan diri,
Takkan penyakit berani mendekati.",Moderate,No nature elements,10.0,ABAB,4
2200,"Jatuh sedahan berangan liar,
Lari rerama terbang mendadak;
Patuh arahan jangan keluar,
Beri kerjasama hapuskan wabak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2201,"Buah melaka tepung pelita,
Juadah hidangan berbuka puasa;
Berkat Ramadhan didepan mata,
Banyakkan Ibadah jauhkan dosa.",Moderate,No nature elements,9.75,ABAB,4
2202,"Gatal badan hama melata,
Gatalnya sudah menjadi bisa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.75,ABAB,4
2203,"Likat santan roti parata,
Kuah pencicah daging rusa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2204,"Contoh tauladan biar sekata,
Hidup padat sesama desa;
Berkat ramadhan didepan mata,
Banyakkan ibadat jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2205,"Terbang undan di tanah rata,
Terbang rendah di hujung desa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2206,"Kelapa pandan dibuat nata,
Sebagai juadah berbuka puasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2207,"Sama sepadan anak kota,
Hidup beradat bawaan desa;
Berkat ramadhan didepan mata,
Banyakkan ibadat jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2208,"Burung undan terbang merata,
Terbang rendah ke hujung desa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2209,"Salak setandan duri merata,
Sisir ditadah sibiji merasa;
Berkat Ramdan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2210,"Seikat pandan bawa ke kota,
Jalan diredah tidak selesa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2211,"Sengat sembilang terkena mata,
Alah bisa tegal biasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2212,"Rambut didandan diikat rata,
Nampak indah cantik dirasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2213,"Terbang sang undan menuju lata,
Tegar meredah tenaga bersisa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.25,ABAB,4
2214,"Sepat haruan ikan pelata,
Garam di tambah sesedap rasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2215,"Rapat ke badan disandang senjata,
Kelihatan gagah berbadan sasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.5,ABAB,4
2216,"Cermat adunan tersusun kata,
Cantiknya madah indah bahasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2217,"Elok sepadan orang berkata,
Jangan diendah fitnah berbisa;
Berkat Ramadan di depan mata,
Banyak ibadah jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2218,"Ke pekan sari niaga satin,
Beli siakap dipesan simpan;
Jadikan diri warga prihatin,
Contohi sikap barisan hadapan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2219,"Perintah sampai agar pandai,
Duduk dalam kembali damai;
Melatah andai ingkar bagai,
Tunduk salam penghuni balai.",Moderate,No nature elements,9.0,ABAB,4
2220,"Berombak lebut ombak di pantai,
Pasir teralih di sapa ombak;
Jasa dan budi tak ternilai,
Bergadai nyawa melawan wabak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2221,"Bukan ganas tidak waras,
Tetapi tegas menjadi tugas;
Bukan malas hendak keras,
Tetapi bernas kemudi jelas.",Moderate,No nature elements,9.0,ABAB,4
2222,"Susu di perah masih segar,
Daun di tangkai susu di curahkan;
Duduk di rumah jangan keluar,
Covid berantai mesti di putuskan.",Moderate,Word count per line is not in the range of 4-5,9.75,ABAB,4
2223,"Buah nangka letak di papan,
Letak sama buàh cempedak;
Beri sokongan barisan hadapan,
Katakan ya jangan tidak.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",8.75,ABAB,4
2224,"Manisan bunga wangi semerbak,
Menjadi rezeki buat sang lebah;
Barisan hadapan perangi wabak,
Kita dibelakang teruskan bertabah.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.75,ABAB,4
2225,"Jaga diri jaga keluarga,
Demi negara yang tercinta;
Pengorbanan mereka tiada terhingga,
Janganlah kita timbulkan sengketa.",Moderate,No nature elements,10.25,ABAB,4
2226,"Semua meminta ramai mengharap,
Timbul rindu terasa sebak;
Marilah kita melangkah sederap,
Saling membantu menghapus wabak.",Moderate,No nature elements,10.0,ABAB,4
2227,"Cindai bercorak bunga sejambak,
Indah direka si gadis sopan;
Landaikan kemuncak jangkitan wabak,
Bantulah mereka di barisan hadapan.",Moderate,Syllable count per line is not in the range of 8-12,11.0,ABAB,4
2228,"Kepuncak bukit ke tanah rata,
Tiba di sana sejuk terasa;
Berkat Ramadhan di depan mata,
Banyakan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2229,"Cantik sungguh batu permata,
Tidak sepadan dengan suasa;
Berkat Ramadhan di depan mata,
Banyak kan ibadah jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2230,"Pokok keladan tepian lata,
Dahan rendah di paut rusa;
Berkat Ramadhan di depan mata,
Banyakan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2231,"Pokok pandan di tanah rata,
Daun terdedah di laman desa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2232,"Cantik berdandan dara jelita,
Ke pekan Serendah hari Selasa,
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.25,ABAB,4
2233,"Cantik sungguh berkacamata,
Makan angin pergi ke desa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,Word count per line is not in the range of 4-5,9.5,ABAB,4
2234,"Luka di badan darah merata,
Helang dipanah Laksamana perkasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.5,ABAB,4
2235,"Letak bertindan susunan bata,
Deretan rendah dilanggar angsa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2236,"Ditengah malam pasang pelita,
Sejuknya badan tidak terasa;
Berkat Ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2237,"Melayah undan ke tanah rata,
Terbangnya rendah ke hujung desa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2238,"Masak nasi campur planta,
Berlauk rendang sedapnya rasa;
Berkat ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.25,ABAB,4
2239,"Pokok pandan tumbuh merata,
Bawa kepekan hari Selasa;
Berkat Ramadhan di depan mata,
Banyakkan ibadat jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2240,"Sakitnya badan menanggung derita,
Inilah padah jiwa terseksa;
Berkat Ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.25,ABAB,4
2241,"Pergi ke pekan singgah dikota,
Beli juadah buat berbuka;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2242,"Ikat pandan masuk kereta,
Bawa ke Kedah hari Selasa;
Berkat Ramadan didepan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2243,"Pulau Pandan tanahnya rata,
Tempat riadah penduduk desa;
Berkat Ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2244,"Ramadan dinanti telah tiba,
Bulan rahmat lagi mulia;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2245,"Tidak sepadan tidak sekata,
Alah bisa tegal biasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2246,"Berhati hati gelombang kedua,
Mesti patuh setiap masa;
Berkat ramadan di depan mata,
Banyak ibadat jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2247,"Pulau Undan di luar kota,
Negeri Kedah gagah perkasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2248,"Di bulan Ramadhan jatuh cinta,
Sujud syukur kepada yang Esa;
Berkat Ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2249,"Menyiat pandan hati berkata,
Terima padah sama merasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2250,"Potong pandan di tanah rata,
Hendak jual dipasar Selasa;
Berkat ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2251,"Berbagai kuih tidak terkata,
Bulan Ramadhan umat berpuasa;
Berkat Ramadhan di depan mata,
Banyakkan ibadah dijauhi dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2252,"Sepasang undan mandi di lata,
Hutan diredah menuju desa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2253,"Seiikat pandan masukan rata,
Masakan mudah bukan biasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2254,"Pisang setandan bawa ke kota,
Bawa sesudah tinggal bersisa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2255,"Pulau Sepadan menyulam cinta,
Kata bermadah menjerut rasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2256,"Anggun berdandan gadis jelita,
Berkurung kedah tampak selesa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2257,"Daun pisang dibuat sata,
Dijadikan juadah berbuka puasa;
Berkat ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,Syllable count per line is not in the range of 8-12,9.5,ABAB,4
2258,"Pulau Pandan tempat bercinta,
Kenangan indah masih terasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2259,"Patah dahan jatuh merata,
Hutan diredah penat terasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2260,"Burung undan terbang merata,
Di Pulau Indah hinggap selesa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2261,"Teluk Medan lubuk pelata,
Kuala Kedah lubuk kelisa;
Berkat ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2262,"Pekat pandan diaduk serta,
Santan diperah lemaknya rasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2263,"Daun pandan kuih pelita,
Bau harum enaknya rasa;
Berkat ramadan didepan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,Syllable count per line is not in the range of 8-12,8.75,ABAB,4
2264,"Pencakar langit menghias kota,
Orang di kota sibuk sentiasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2265,"Mencari bidan jalan merata,
Di rumah jiran jumpa selesa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2266,"Burung-burung terbang merata,
Terbang bersama sang angsa;
Berkat ramadan di depan mata,
Banyak ibadah jauhkn dosa.",Moderate,Word count per line is not in the range of 4-5,8.75,ABAB,4
2267,"Masa PKP bersama keluarga tercinta,
Peluang untuk berbuat jasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.75,ABAB,4
2268,"Lemah lembut tutur kata,
Itu lah anak gadis Pak Musa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,Word count per line is not in the range of 4-5; No nature elements,9.5,ABAB,4
2269,"Pegaga menjalar merata-rata,
Kena semalu pedih terasa;
Berkat ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,Word count per line is not in the range of 4-5,10.25,ABAB,4
2270,"Tanam pandan di tanah rata,
Diambil Mak Bedah buat perasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2271,"Tersekat jalan dahan melata,
Terjerat sangkut tanduk di rusa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
2272,"Ayuh semua rakyat jelata,
Ikut arahan pihak berkuasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.75,ABAB,4
2273,"Pokok pandan tumbuh merata,
Pergi ke sawah di hari Selasa;
Berkat Ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,Word count per line is not in the range of 4-5,10.0,ABAB,4
2274,"Lekat di papan pelbagai carta,
Banyaknya madah dan juga prosa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2275,"Walau bertugas di bulan puasa,
Ibadah lain tidak dilupa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.75,ABAB,4
2276,"Seikat pandan bawa ke kota,
Sagu rumbia memikat rasa;
berkat ramadan di depan mata,
banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2277,"Sunyi senyap kampung dan kota,
Duduk di rumah rasa selesa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.75,ABAB,4
2278,"Walaupun covid tak nampak mata,
Bersihkan diri patuh arahan sentiasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,10.75,ABAB,4
2279,"Cantas tandan biar rata,
Susun padat bawa kedesa;
Berkat ramadhan didepan mata,
Banyakkan ibadat jauhkan dosa.",Moderate,Syllable count per line is not in the range of 8-12; No nature elements,9.0,ABAB,4
2280,"Banting tulang kumpul harta,
Harta dikongsi berkat sentiasa;
Berkat ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.5,ABAB,4
2281,"Kalau Tuan pergi ke kota,
Belikan saya seekor angsa;
Berkat Ramadhan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2282,"Daun pandan tumbuh melata,
Tumbuh rendah subur sentiasa;
Berkat Ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.25,ABAB,4
2283,"Cermat cermat bila berkata,
Tersilap kata diri binasa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,9.75,ABAB,4
2284,"Pisang bertandan bawa ke kota,
Sudah memunggah berjamu laksa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Moderate,No nature elements,10.0,ABAB,4
2285,"Daun pandan tumbuh merata,
Dipetik sudah bawa ke desa;
Berkat ramadan di depan mata,
Banyakkan ibadah jauhkan dosa.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",9.5,ABAB,4
2286,"Kerbau membajak sawah di hulu,
Budak gagaukan bermacam ikan;
Orang yang bijak menyesal dahulu,
Dapat elakkan kerugian keburukan.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.75,ABAB,4
2287,"Resah di bangsal kawan menanti,
Hujan basahi dada bajunya;
Usah menyesal berawan hati,
Takdir Ilahi ada hikmahnya.",Good,"Good structure, ABAB rhyme, sufficient syllables & words, contains good methapors",10.0,ABAB,4
